Fid,event_unique_id,occurrencedate,reporteddate,location_type,premises_type,Neighbourhood,Longitude,Latitude,Offence_Label
172.217.10.33-10.42.0.211-443-34445-6,GO-20222184601,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,West Humber-Clairville,-79.57729015,43.72728768,0
10.42.0.211-23.206.173.182-55699-80-6,GO-20222185154,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,Ttc Bus Stop / Shelter / Loop,Outside,NSA,0,0,1
172.217.12.170-10.42.0.151-443-58006-6,GO-20222185185,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,0
172.217.10.78-10.42.0.211-443-47017-6,GO-20222184633,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,West Humber-Clairville,-79.57460233,43.7227334,1
10.42.0.211-54.192.38.236-33071-443-6,GO-20222185047,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,West Humber-Clairville,-79.57542692,43.72535689,0
202.77.129.150-10.42.0.151-80-47510-6,GO-20222186949,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,Schools During Un-Supervised Activity,Educational,West Humber-Clairville,-79.59545908,43.73751593,1
10.42.0.211-10.42.0.1-10082-53-17,GO-20222186949,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,Schools During Un-Supervised Activity,Educational,West Humber-Clairville,-79.59545908,43.73751593,1
10.42.0.1-10.42.0.42-53-21899-17,GO-20222186949,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,Schools During Un-Supervised Activity,Educational,West Humber-Clairville,-79.59545908,43.73751593,0
10.42.0.211-10.42.0.1-46207-53-17,GO-20222186949,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,Schools During Un-Supervised Activity,Educational,West Humber-Clairville,-79.59545908,43.73751593,1
172.217.12.174-10.42.0.151-443-36482-6,GO-20222187266,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Long Branch,-79.54491322,43.59051582,0
10.42.0.211-10.42.0.1-37828-53-17,GO-20222187266,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Long Branch,-79.54491322,43.59051582,0
172.217.12.170-10.42.0.42-443-45087-6,GO-20222187944,2022/05/28 04:00:00+00,2022/05/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Eglinton East,-79.23832126,43.73885196,1
172.217.10.74-10.42.0.42-443-43965-6,GO-20222187782,2022/05/30 04:00:00+00,2022/05/30 04:00:00+00,Bar / Restaurant,Commercial,High Park North,-79.45267413,43.65728748,1
10.42.0.211-10.42.0.1-46653-53-17,GO-20222191170,2022/05/31 04:00:00+00,2022/05/31 04:00:00+00,Ttc Subway Train,Transit,Annex,-79.41174945,43.66662023,0
10.42.0.211-10.42.0.1-23721-53-17,GO-20222188522,2022/05/31 04:00:00+00,2022/05/31 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,NSA,0,0,1
172.217.12.202-10.42.0.42-443-53691-6,GO-20222190473,2022/05/31 04:00:00+00,2022/05/31 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Pelmo Park-Humberlea,-79.52411576,43.70989031,0
183.79.250.123-10.42.0.151-443-44241-6,GO-20222190473,2022/05/31 04:00:00+00,2022/05/31 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Pelmo Park-Humberlea,-79.52411576,43.70989031,1
10.42.0.211-14.29.93.254-54274-80-6,GO-20222194008,2022/05/31 04:00:00+00,2022/05/31 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Weston-Pellam Park,-79.46313594,43.67401149,0
180.163.251.231-10.42.0.211-80-33686-6,GO-20222193346,2022/05/31 04:00:00+00,2022/05/31 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Keelesdale-Eglinton West,-79.47483378,43.68183504,1
10.42.0.211-10.42.0.1-56741-53-17,GO-20222190609,2022/05/29 04:00:00+00,2022/05/31 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Regent Park,-79.35946503,43.65830111,0
172.217.10.10-10.42.0.211-443-38144-6,GO-20222193782,2022/05/31 04:00:00+00,2022/05/31 04:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Playter Estates-Danforth,-79.35838259,43.67841608,0
169.45.248.189-10.42.0.211-5222-52303-6,GO-20222193782,2022/05/31 04:00:00+00,2022/05/31 04:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Playter Estates-Danforth,-79.35838259,43.67841608,0
172.217.2.170-10.42.0.42-443-33884-6,GO-20222194367,2022/05/31 04:00:00+00,2022/05/31 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,NSA,0,0,0
180.163.15.184-10.42.0.151-80-57105-6,GO-20222193481,2022/05/31 04:00:00+00,2022/05/31 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Corso Italia-Davenport,-79.43587315,43.67954756,0
192.229.173.136-10.42.0.151-443-41160-6,GO-20222195359,2022/06/01 04:00:00+00,2022/06/01 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,OConnor-Parkview,-79.29943495,43.702865,1
172.217.1.174-10.42.0.42-443-49146-6,GO-20222195660,2022/06/01 04:00:00+00,2022/06/01 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Yonge-St.Clair,-79.39410173,43.68808307,1
203.90.242.126-10.42.0.211-80-47662-6,GO-20222199162,2022/06/01 04:00:00+00,2022/06/01 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Don Valley Village,-79.36409555,43.77164393,0
239.255.255.250-10.42.0.1-1900-55084-17,GO-20222201106,2022/06/01 04:00:00+00,2022/06/02 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,South Riverdale,-79.34662225,43.63906207,0
157.240.18.15-10.42.0.151-443-43858-6,GO-20222202259,2022/06/02 04:00:00+00,2022/06/02 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Runnymede-Bloor West Village,-79.4844447,43.64933139,0
10.42.0.42-123.125.29.138-33192-80-6,GO-20222201388,2022/06/02 04:00:00+00,2022/06/02 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Moss Park,-79.37008264,43.65616228,1
10.42.0.151-10.42.0.1-1910-53-17,GO-20222205170,2022/05/31 04:00:00+00,2022/06/02 04:00:00+00,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Playter Estates-Danforth,-79.35861168,43.67752071,1
172.217.10.46-10.42.0.42-443-33975-6,GO-20222205170,2022/05/31 04:00:00+00,2022/06/02 04:00:00+00,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Playter Estates-Danforth,-79.35861168,43.67752071,1
172.217.3.100-10.42.0.151-80-39930-6,GO-20222205962,2022/06/02 04:00:00+00,2022/06/02 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Ionview,-79.27246729,43.73460443,1
203.205.158.52-10.42.0.211-80-44064-6,GO-20222205239,2022/06/02 04:00:00+00,2022/06/02 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Mimico,-79.47687625,43.63027025,1
172.217.6.227-10.42.0.151-443-37469-6,GO-20222206035,2022/06/02 04:00:00+00,2022/06/02 04:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Niagara,-79.4149791,43.64143597,0
192.229.163.180-10.42.0.211-443-41756-6,GO-20222206818,2022/05/31 04:00:00+00,2022/06/02 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Banbury-Don Mills,-79.32752394,43.72664463,1
10.42.0.151-10.42.0.1-18588-53-17,GO-20222206318,2022/05/31 04:00:00+00,2022/06/02 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Banbury-Don Mills,-79.32752394,43.72664463,0
10.42.0.151-10.42.0.1-50013-53-17,GO-20222206934,2022/06/02 04:00:00+00,2022/06/02 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Don Valley Village,-79.36049053,43.7806019,0
10.42.0.211-10.42.0.1-18599-53-17,GO-20222206934,2022/06/02 04:00:00+00,2022/06/02 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Don Valley Village,-79.36049053,43.7806019,0
10.42.0.151-10.42.0.1-21161-53-17,GO-20222207595,2022/06/01 04:00:00+00,2022/06/02 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Wychwood,-79.43565108,43.67959208,1
10.42.0.211-52.2.11.128-47674-443-6,GO-20222208247,2022/06/02 04:00:00+00,2022/06/02 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Oakridge,-79.27892134,43.69330957,0
10.42.0.42-40.122.162.208-45554-443-6,GO-20222207204,2022/06/02 04:00:00+00,2022/06/02 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Don Valley Village,-79.35298795,43.78734504,1
172.217.10.74-10.42.0.42-443-41528-6,GO-20222208518,2022/06/03 04:00:00+00,2022/06/03 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Hillcrest Village,-79.36307446,43.79272366,0
174.35.73.93-10.42.0.151-80-43961-6,GO-20222286314,2022/06/13 04:00:00+00,2022/06/14 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,North Riverdale,-79.35448832,43.67126549,1
172.217.10.238-10.42.0.211-80-48006-6,GO-20222347968,2022/06/23 04:00:00+00,2022/06/23 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Moss Park,-79.37099208,43.65829436,0
10.42.0.1-10.42.0.42-53-38786-17,GO-20222288387,2022/06/14 04:00:00+00,2022/06/14 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Don Valley Village,-79.3520593,43.78648665,1
172.217.12.163-10.42.0.42-443-39002-6,GO-20222038421,2022/05/08 04:00:00+00,2022/05/08 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Bay Street Corridor,-79.38307051,43.66137201,1
10.42.0.1-10.42.0.42-53-28934-17,GO-20222288647,2022/06/14 04:00:00+00,2022/06/14 04:00:00+00,Convenience Stores,Commercial,Cliffcrest,-79.24140921,43.72087445,0
203.205.158.34-10.42.0.211-80-42988-6,GO-20222039371,2022/05/08 04:00:00+00,2022/05/08 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Englemount-Lawrence,-79.43293341,43.71849328,1
172.217.11.10-10.42.0.211-443-34550-6,GO-20221996968,2022/05/01 04:00:00+00,2022/05/01 04:00:00+00,Ttc Bus,Transit,Edenbridge-Humber Valley,-79.52175204,43.671158,0
174.35.73.108-10.42.0.42-80-34826-6,GO-20222289953,2022/06/14 04:00:00+00,2022/06/14 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,North Riverdale,-79.35258366,43.66548622,0
175.100.207.231-10.42.0.151-80-43403-6,GO-20222350926,2022/06/23 04:00:00+00,2022/06/23 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Black Creek,-79.51769107,43.75723544,1
182.22.31.124-10.42.0.151-80-53917-6,GO-20222039873,2022/05/08 04:00:00+00,2022/05/08 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Pleasant View,-79.33554248,43.781699,1
10.42.0.151-10.42.0.1-52689-53-17,GO-20221996968,2022/05/01 04:00:00+00,2022/05/01 04:00:00+00,Ttc Bus,Transit,Edenbridge-Humber Valley,-79.52175204,43.671158,0
10.42.0.151-121.29.54.163-36790-80-6,GO-20222289938,2022/06/14 04:00:00+00,2022/06/14 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Bay Street Corridor,-79.37878196,43.64896093,1
157.240.18.15-10.42.0.211-443-41637-6,GO-20222351905,2022/06/23 04:00:00+00,2022/06/23 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,LAmoreaux,-79.31246632,43.80228516,0
183.79.215.140-10.42.0.42-443-55912-6,GO-20222040518,2022/05/08 04:00:00+00,2022/05/08 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,LAmoreaux,-79.32005577,43.799489,1
10.42.0.151-31.13.71.37-48352-443-6,GO-20222040103,2022/05/08 04:00:00+00,2022/05/08 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,West Humber-Clairville,-79.60007077,43.74529347,0
10.42.0.151-10.42.0.1-18587-53-17,GO-20222040103,2022/05/08 04:00:00+00,2022/05/08 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,West Humber-Clairville,-79.60007077,43.74529347,1
10.42.0.211-36.110.213.174-37924-443-6,GO-20222041810,2022/05/08 04:00:00+00,2022/05/08 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Runnymede-Bloor West Village,-79.49114851,43.66573553,0
10.42.0.151-10.42.0.1-23459-53-17,GO-20222042046,2022/05/09 04:00:00+00,2022/05/09 04:00:00+00,Convenience Stores,Commercial,Dovercourt-Wallace Emerson-Junction,-79.44300606,43.65922277,0
10.42.0.211-72.21.206.53-52547-443-6,GO-20222042046,2022/05/09 04:00:00+00,2022/05/09 04:00:00+00,Convenience Stores,Commercial,Dovercourt-Wallace Emerson-Junction,-79.44300606,43.65922277,0
10.42.0.1-10.42.0.42-53-33109-17,GO-20222042405,2022/05/09 04:00:00+00,2022/05/09 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Parkwoods-Donalda,-79.33266009,43.75951889,0
175.100.207.233-10.42.0.42-80-54212-6,GO-20222043737,2022/05/09 04:00:00+00,2022/05/09 04:00:00+00,Schools During Supervised Activity,Educational,Woburn,-79.21579746,43.76185035,0
10.42.0.211-31.13.71.52-55712-80-6,GO-20222042684,2022/05/09 04:00:00+00,2022/05/09 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,South Parkdale,-79.42796684,43.64059924,1
10.42.0.151-10.42.0.1-57678-53-17,GO-20222044351,2022/05/09 04:00:00+00,2022/05/09 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Briar Hill-Belgravia,-79.4472933,43.69635948,1
10.42.0.42-64.71.142.95-41144-80-6,GO-20222044176,2022/05/09 04:00:00+00,2022/05/09 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,The Beaches,-79.28989048,43.67214563,0
10.42.0.151-63.250.200.101-51744-443-6,GO-20222043661,2022/05/09 04:00:00+00,2022/05/09 04:00:00+00,Schools During Un-Supervised Activity,Educational,Bendale,-79.2666245,43.7558986,0
172.217.10.78-10.42.0.151-443-51109-17,GO-20222043606,2022/05/07 04:00:00+00,2022/05/09 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Church-Yonge Corridor,-79.38245382,43.66941071,0
10.42.0.42-52.84.29.154-32800-443-6,GO-20222043786,2022/05/09 04:00:00+00,2022/05/09 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Church-Yonge Corridor,-79.38207764,43.65909609,1
174.129.32.117-10.42.0.211-443-45982-6,GO-20222044948,2022/05/08 04:00:00+00,2022/05/09 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Eglinton East,-79.26174292,43.73369145,1
10.42.0.1-10.42.0.42-53-58644-17,GO-20222045243,2022/05/08 04:00:00+00,2022/05/09 04:00:00+00,Universities / Colleges,Educational,York University Heights,-79.50396304,43.76777105,1
192.229.173.173-10.42.0.42-80-51420-6,GO-20222045378,2022/05/09 04:00:00+00,2022/05/09 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Keelesdale-Eglinton West,-79.47525738,43.68537227,1
180.163.251.231-10.42.0.211-80-58941-6,GO-20222045825,2022/05/09 04:00:00+00,2022/05/09 04:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Annex,-79.41481904,43.66434022,1
172.217.9.227-10.42.0.151-443-38466-6,GO-20222047434,2022/05/09 04:00:00+00,2022/05/09 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Clairlea-Birchmount,-79.29044925,43.70624303,0
10.42.0.151-91.190.219.39-35226-12350-6,GO-20222047434,2022/05/09 04:00:00+00,2022/05/09 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Clairlea-Birchmount,-79.29044925,43.70624303,1
10.42.0.211-10.42.0.1-51384-53-17,GO-20222253872,2022/05/09 04:00:00+00,2022/05/09 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Humbermede,-79.54156856,43.74823463,0
10.42.0.211-123.125.29.220-37882-80-6,GO-20222049552,2022/05/10 04:00:00+00,2022/05/10 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,West Humber-Clairville,-79.6005249,43.7336191,0
10.42.0.211-103.235.46.39-60356-80-6,GO-20222050461,2022/05/08 04:00:00+00,2022/05/10 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Moss Park,-79.36941977,43.65452491,0
239.255.255.250-10.42.0.42-1900-46060-17,GO-20222051829,2022/05/10 04:00:00+00,2022/05/10 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Clairlea-Birchmount,-79.28723757,43.72693679,1
216.58.217.67-10.42.0.211-443-54011-6,GO-20222053063,2022/05/10 04:00:00+00,2022/05/10 04:00:00+00,Ttc Subway Station,Transit,Playter Estates-Danforth,-79.35861168,43.67752071,0
10.42.0.211-103.235.46.39-54447-80-6,GO-20222051470,2022/05/10 04:00:00+00,2022/05/10 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Bay Street Corridor,-79.38664264,43.6606615,1
172.217.10.42-10.42.0.151-443-39055-6,GO-20222051470,2022/05/10 04:00:00+00,2022/05/10 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Bay Street Corridor,-79.38664264,43.6606615,0
10.42.0.211-119.146.74.33-47224-443-6,GO-20222054375,2022/05/10 04:00:00+00,2022/05/10 04:00:00+00,Convenience Stores,Commercial,Palmerston-Little Italy,-79.42322914,43.6625099,1
172.217.12.202-10.42.0.151-443-56309-6,GO-20222054588,2022/05/10 04:00:00+00,2022/05/10 04:00:00+00,Convenience Stores,Commercial,St.Andrew-Windfields,-79.35084249,43.75495996,0
183.79.250.123-10.42.0.211-443-60644-6,GO-20222054747,2022/05/10 04:00:00+00,2022/05/10 04:00:00+00,Schools During Un-Supervised Activity,Educational,Milliken,-79.27111528,43.82189487,1
10.42.0.42-52.94.232.32-46708-443-6,GO-20222054747,2022/05/10 04:00:00+00,2022/05/10 04:00:00+00,Schools During Un-Supervised Activity,Educational,Milliken,-79.27111528,43.82189487,1
10.42.0.1-10.42.0.42-53-41543-17,GO-20222054747,2022/05/10 04:00:00+00,2022/05/10 04:00:00+00,Schools During Un-Supervised Activity,Educational,Milliken,-79.27111528,43.82189487,0
10.42.0.211-121.12.98.64-51589-80-6,GO-20222054747,2022/05/10 04:00:00+00,2022/05/10 04:00:00+00,Schools During Un-Supervised Activity,Educational,Milliken,-79.27111528,43.82189487,1
172.217.6.206-10.42.0.211-443-48632-6,GO-20222054138,2022/05/10 04:00:00+00,2022/05/10 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Annex,-79.40238049,43.66945912,0
202.77.129.150-10.42.0.211-80-35147-6,GO-20222055859,2022/05/11 04:00:00+00,2022/05/11 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Henry Farm,-79.33379188,43.77540463,0
172.217.6.206-10.42.0.211-443-34659-6,GO-20222055745,2022/05/11 04:00:00+00,2022/05/11 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Dorset Park,-79.28467607,43.76712951,1
172.217.10.234-10.42.0.211-443-53425-6,GO-20222057173,2022/05/11 04:00:00+00,2022/05/11 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,The Beaches,-79.29194412,43.67018885,1
10.42.0.211-54.239.17.113-34121-443-6,GO-20222057964,2022/05/11 04:00:00+00,2022/05/11 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Taylor-Massey,-79.29125809,43.69314398,0
10.42.0.211-10.42.0.1-41704-53-17,GO-20222058315,2022/05/11 04:00:00+00,2022/05/11 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Milliken,-79.25765635,43.8098868,1
10.42.0.211-52.84.37.172-55001-443-6,GO-20222056968,2022/05/09 04:00:00+00,2022/05/11 04:00:00+00,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,Willowdale West,-79.41240726,43.76747172,0
10.42.0.211-106.11.92.14-37856-443-6,GO-20222058414,2022/05/11 04:00:00+00,2022/05/11 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Runnymede-Bloor West Village,-79.48388097,43.65643495,1
10.42.0.211-74.217.63.57-59321-443-6,GO-20222059052,2013/12/23 05:00:00+00,2022/05/11 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Palmerston-Little Italy,-79.42322914,43.6625099,0
203.130.53.126-10.42.0.211-80-58397-6,GO-20222059052,2013/12/23 05:00:00+00,2022/05/11 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Palmerston-Little Italy,-79.42322914,43.6625099,1
172.217.3.99-10.42.0.42-443-49859-6,GO-20222060428,2022/05/11 04:00:00+00,2022/05/11 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Woburn,-79.22380649,43.76012999,0
10.42.0.1-10.42.0.42-53-43631-17,GO-20222060774,2022/05/11 04:00:00+00,2022/05/12 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Markland Wood,-79.58024101,43.63635496,0
172.217.7.10-10.42.0.211-443-34940-6,GO-20222064960,2022/05/12 04:00:00+00,2022/05/12 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Niagara,-79.41587762,43.63902108,0
10.42.0.1-10.42.0.42-53-44215-17,GO-20222066184,2022/05/12 04:00:00+00,2022/05/12 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Little Portugal,-79.43034133,43.64684372,0
172.217.6.238-10.42.0.42-443-60708-6,GO-20222066184,2022/05/12 04:00:00+00,2022/05/12 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Little Portugal,-79.43034133,43.64684372,0
